Dam,Location,Capacity_Total,Capacity_Usable,Water_Stored,Water_Usable,Inflow,Outflow,Data_Time,Water_Type
เขื่อนน้ำพุง,สกลนคร,165.48,157,55.65 (34%),46.97 (28%),0.06,0.2,1/5/2025,แหล่งน้ำขนาดใหญ่
เขื่อนกระเสียว,สุพรรณบุรี,299,259,99.7 (33%),59.7 (20%),0.19,1.73,1/5/2025,แหล่งน้ำขนาดใหญ่
เขื่อนอุบลรัตน์,ขอนแก่น,"2,431.32","1,850",804.14 (33%),222.47 (9%),0,4.04,1/5/2025,แหล่งน้ำขนาดใหญ่
เขื่อนปราณบุรี,ประจวบคีรีขันธ์,391,373.41,129.04 (33%),111.45 (29%),0.18,0.35,1/5/2025,แหล่งน้ำขนาดใหญ่
เขื่อนนฤบดินทรจินดา,ปราจีนบุรี,295,275.5,92.11 (31%),77.86 (26%),0,0.21,1/5/2025,แหล่งน้ำขนาดใหญ่
เขื่อนลำนางรอง,บุรีรัมย์,121.41,118,37.74 (31%),34.29 (28%),0,0.04,1/5/2025,แหล่งน้ำขนาดใหญ่
เขื่อนจุฬาภรณ์,ชัยภูมิ,163.75,127,49.5 (30%),12.28 (7%),0.17,0,1/5/2025,แหล่งน้ำขนาดใหญ่
เขื่อนห้วยหลวง,อุดรธานี,135.57,128.98,38.93 (29%),32.34 (24%),0,0.18,1/5/2025,แหล่งน้ำขนาดใหญ่
เขื่อนกิ่วลม,ลำปาง,106.22,102.67,28.12 (26%),24.57 (23%),1.01,0.64,1/5/2025,แหล่งน้ำขนาดใหญ่
เขื่อนแม่มอก,ลำปาง,110,94.1,27.37 (25%),11.47 (10%),0.09,0.02,1/5/2025,แหล่งน้ำขนาดใหญ่
เขื่อนขุนด่านปราการชล,นครนายก,224,219.48,51.31 (23%),46.79 (21%),0.01,0.09,1/5/2025,แหล่งน้ำขนาดใหญ่
เขื่อนป่าสักชลสิทธิ์,สระบุรี,960,957,213.85 (22%),210.85 (22%),0,3.46,1/5/2025,แหล่งน้ำขนาดใหญ่
เขื่อนลำตะคอง,นครราชสีมา,314.49,291.79,51.57 (16%),28.87 (9%),0,0.13,1/5/2025,แหล่งน้ำขนาดใหญ่
เขื่อนคลองสียัด,ฉะเชิงเทรา,420,390,50.62 (12%),20.62 (5%),0,0.16,1/5/2025,แหล่งน้ำขนาดใหญ่
เขื่อนบางลาง,ยะลา,"1,454.36","1,178.08","1,191.72 (82%)",915.44 (63%),3.3,8.06,2/5/2025,แหล่งน้ำขนาดใหญ่
เขื่อนศรีนครินทร์,กาญจนบุรี,"17,745","7,480","12,929.54 (73%)","2,664.54 (15%)",1.96,14.02,2/5/2025,แหล่งน้ำขนาดใหญ่
เขื่อนหนองปลาไหล,ระยอง,164,150.25,114.06 (70%),100.56 (61%),0.32,0.7,2/5/2025,แหล่งน้ำขนาดใหญ่
เขื่อนรัชชประภา,สุราษฎร์ธานี,"5,638.84","4,287","3,519.96 (62%)","2,168.42 (38%)",3.11,8.13,2/5/2025,แหล่งน้ำขนาดใหญ่
เขื่อนแม่งัดสมบูรณ์ชล,เชียงใหม่,265,253,159.85 (60%),147.66 (56%),0.05,1.21,2/5/2025,แหล่งน้ำขนาดใหญ่
เขื่อนวชิราลงกรณ,กาญจนบุรี,"8,860","5,848","5,254.57 (59%)","2,242.57 (25%)",1.96,18.12,2/5/2025,แหล่งน้ำขนาดใหญ่
เขื่อนสิริกิติ์,อุตรดิตถ์,"9,510","6,660","5,544.3 (58%)","2,694.3 (28%)",4.22,27.06,2/5/2025,แหล่งน้ำขนาดใหญ่
เขื่อนกิ่วคอหมา,ลำปาง,170,163.8,98.63 (58%),92.43 (54%),0.08,0.54,2/5/2025,แหล่งน้ำขนาดใหญ่
เขื่อนบางพระ,ชลบุรี,117,104.94,65.83 (56%),53.77 (46%),0.11,0.33,2/5/2025,แหล่งน้ำขนาดใหญ่
เขื่อนภูมิพล,ตาก,"13,462","9,662","7,445.06 (55%)","3,645.06 (27%)",3.31,20,2/5/2025,แหล่งน้ำขนาดใหญ่
เขื่อนสิรินธร,อุบลราชธานี,"1,966.47","1,135","1,033.13 (53%)",201.75 (10%),3.77,1.01,2/5/2025,แหล่งน้ำขนาดใหญ่
เขื่อนแม่กวงอุดมธารา,เชียงใหม่,263,249,127.56 (49%),113.56 (43%),0.02,0.07,2/5/2025,แหล่งน้ำขนาดใหญ่
เขื่อนประแสร์,ระยอง,295,275,139.62 (47%),119.62 (41%),4.16,0.52,2/5/2025,แหล่งน้ำขนาดใหญ่
เขื่อนน้ำอูน,สกลนคร,520,475,235.75 (45%),190.75 (37%),0,0,2/5/2025,แหล่งน้ำขนาดใหญ่
เขื่อนลำพระเพลิง,นครราชสีมา,155,153.6,65.63 (42%),64.23 (41%),0.04,0,2/5/2025,แหล่งน้ำขนาดใหญ่
